Local time,Open,High,Low,Close,Volume
30.10.2018 23:45:00.000 GMT+0530,75.610,75.615,75.405,75.455,0.0555
30.10.2018 23:50:00.000 GMT+0530,75.465,75.845,75.435,75.720,0.0697
30.10.2018 23:55:00.000 GMT+0530,75.720,75.985,75.720,75.915,0.09519999999999999
31.10.2018 00:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:30:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:35:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:40:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:45:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:50:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 00:55:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:30:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:35:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:40:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:45:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:50:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 01:55:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:30:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:35:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:40:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:45:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:50:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 02:55:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:30:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:35:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:40:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:45:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:50:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 03:55:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:30:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:35:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:40:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:45:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:50:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 04:55:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:00:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:05:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:10:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:15:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:20:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:25:00.000 GMT+0530,75.915,75.915,75.915,75.915,0
31.10.2018 05:30:00.000 GMT+0530,76.260,76.350,76.215,76.285,0.0106
31.10.2018 05:35:00.000 GMT+0530,76.285,76.285,76.265,76.280,0.0024000000000000002
31.10.2018 05:40:00.000 GMT+0530,76.280,76.343,76.250,76.320,0.008199999999999999
31.10.2018 05:45:00.000 GMT+0530,76.323,76.363,76.323,76.343,0.0031000000000000003
31.10.2018 05:50:00.000 GMT+0530,76.345,76.345,76.328,76.328,0.0031999999999999997
31.10.2018 05:55:00.000 GMT+0530,76.323,76.323,76.240,76.265,0.004
31.10.2018 06:00:00.000 GMT+0530,76.275,76.290,76.225,76.290,0.005200000000000001
31.10.2018 06:05:00.000 GMT+0530,76.295,76.313,76.273,76.283,0.0027999999999999995
31.10.2018 06:10:00.000 GMT+0530,76.285,76.313,76.280,76.305,0.0059
31.10.2018 06:15:00.000 GMT+0530,76.305,76.363,76.293,76.335,0.0063999999999999994
31.10.2018 06:20:00.000 GMT+0530,76.335,76.383,76.320,76.358,0.0093
31.10.2018 06:25:00.000 GMT+0530,76.355,76.363,76.328,76.328,0.0019
31.10.2018 06:30:00.000 GMT+0530,76.335,76.340,76.255,76.276,0.0085
31.10.2018 06:35:00.000 GMT+0530,76.275,76.326,76.265,76.300,0.0047
31.10.2018 06:40:00.000 GMT+0530,76.305,76.321,76.285,76.290,0.0022
31.10.2018 06:45:00.000 GMT+0530,76.285,76.341,76.255,76.330,0.0028
31.10.2018 06:50:00.000 GMT+0530,76.330,76.396,76.324,76.375,0.0029
31.10.2018 06:55:00.000 GMT+0530,76.380,76.416,76.380,76.406,0.0014
31.10.2018 07:00:00.000 GMT+0530,76.395,76.406,76.355,76.355,0.0029000000000000002
31.10.2018 07:05:00.000 GMT+0530,76.346,76.365,76.335,76.361,0.0014
31.10.2018 07:10:00.000 GMT+0530,76.356,76.361,76.335,76.346,0.0019
31.10.2018 07:15:00.000 GMT+0530,76.335,76.391,76.335,76.391,0.0012000000000000001
31.10.2018 07:20:00.000 GMT+0530,76.396,76.436,76.386,76.406,0.0012
31.10.2018 07:25:00.000 GMT+0530,76.396,76.426,76.386,76.426,0.0019
31.10.2018 07:30:00.000 GMT+0530,76.416,76.476,76.416,76.470,0.0029
31.10.2018 07:35:00.000 GMT+0530,76.466,76.466,76.445,76.451,0.0012000000000000001
31.10.2018 07:40:00.000 GMT+0530,76.446,76.446,76.419,76.435,0.0015
31.10.2018 07:45:00.000 GMT+0530,76.456,76.456,76.415,76.430,0.0005
31.10.2018 07:50:00.000 GMT+0530,76.420,76.426,76.380,76.385,0.0015
31.10.2018 07:55:00.000 GMT+0530,76.400,76.446,76.400,76.436,0.0019
31.10.2018 08:00:00.000 GMT+0530,76.430,76.436,76.375,76.386,0.0021999999999999997
31.10.2018 08:05:00.000 GMT+0530,76.385,76.395,76.354,76.395,0.0025
31.10.2018 08:10:00.000 GMT+0530,76.395,76.401,76.375,76.401,0.0015999999999999999
31.10.2018 08:15:00.000 GMT+0530,76.380,76.406,76.380,76.400,0.0008000000000000001
31.10.2018 08:20:00.000 GMT+0530,76.405,76.430,76.405,76.415,0.0011
31.10.2018 08:25:00.000 GMT+0530,76.420,76.430,76.390,76.396,0.0016
31.10.2018 08:30:00.000 GMT+0530,76.385,76.460,76.385,76.460,0.0018
31.10.2018 08:35:00.000 GMT+0530,76.455,76.496,76.455,76.466,0.0025
31.10.2018 08:40:00.000 GMT+0530,76.455,76.476,76.430,76.456,0.0017000000000000001
31.10.2018 08:45:00.000 GMT+0530,76.445,76.451,76.425,76.430,0.0023
31.10.2018 08:50:00.000 GMT+0530,76.425,76.430,76.390,76.395,0.002
31.10.2018 08:55:00.000 GMT+0530,76.400,76.416,76.350,76.350,0.002
31.10.2018 09:00:00.000 GMT+0530,76.356,76.365,76.345,76.354,0.0015
31.10.2018 09:05:00.000 GMT+0530,76.350,76.365,76.350,76.361,0.00030000000000000003
31.10.2018 09:10:00.000 GMT+0530,76.365,76.376,76.330,76.376,0.002
31.10.2018 09:15:00.000 GMT+0530,76.355,76.386,76.355,76.365,0.0023
31.10.2018 09:20:00.000 GMT+0530,76.360,76.365,76.345,76.350,0.0023000000000000004
31.10.2018 09:25:00.000 GMT+0530,76.345,76.376,76.345,76.365,0.0006000000000000001
31.10.2018 09:30:00.000 GMT+0530,76.371,76.371,76.360,76.360,0.0015
31.10.2018 09:35:00.000 GMT+0530,76.365,76.365,76.340,76.345,0.001
31.10.2018 09:40:00.000 GMT+0530,76.340,76.356,76.340,76.345,0.0009000000000000001
31.10.2018 09:45:00.000 GMT+0530,76.346,76.365,76.340,76.365,0.001
31.10.2018 09:50:00.000 GMT+0530,76.360,76.365,76.320,76.346,0.0014
31.10.2018 09:55:00.000 GMT+0530,76.335,76.346,76.320,76.340,0.0012000000000000001
31.10.2018 10:00:00.000 GMT+0530,76.335,76.341,76.315,76.324,0.0012
31.10.2018 10:05:00.000 GMT+0530,76.325,76.331,76.315,76.315,0.0017000000000000001
31.10.2018 10:10:00.000 GMT+0530,76.310,76.326,76.305,76.316,0.0007999999999999999
31.10.2018 10:15:00.000 GMT+0530,76.326,76.326,76.310,76.324,0.0011
31.10.2018 10:20:00.000 GMT+0530,76.325,76.335,76.300,76.305,0.0007
31.10.2018 10:25:00.000 GMT+0530,76.305,76.326,76.300,76.300,0.0026
31.10.2018 10:30:00.000 GMT+0530,76.310,76.335,76.305,76.335,0.0004
31.10.2018 10:35:00.000 GMT+0530,76.325,76.396,76.325,76.396,0.0019000000000000002
31.10.2018 10:40:00.000 GMT+0530,76.385,76.401,76.380,76.386,0.0019
31.10.2018 10:45:00.000 GMT+0530,76.380,76.386,76.380,76.386,0.0022
31.10.2018 10:50:00.000 GMT+0530,76.385,76.406,76.385,76.395,0.001
31.10.2018 10:55:00.000 GMT+0530,76.400,76.416,76.385,76.405,0.0006000000000000001
31.10.2018 11:00:00.000 GMT+0530,76.426,76.446,76.405,76.441,0.0007999999999999999
31.10.2018 11:05:00.000 GMT+0530,76.446,76.446,76.415,76.419,0.0007999999999999999
31.10.2018 11:10:00.000 GMT+0530,76.425,76.425,76.405,76.411,0.0018999999999999998
31.10.2018 11:15:00.000 GMT+0530,76.406,76.436,76.360,76.371,0.0025
31.10.2018 11:20:00.000 GMT+0530,76.365,76.376,76.310,76.370,0.0026
31.10.2018 11:25:00.000 GMT+0530,76.365,76.406,76.365,76.385,0.0013999999999999998
31.10.2018 11:30:00.000 GMT+0530,76.390,76.411,76.370,76.376,0.0022
31.10.2018 11:35:00.000 GMT+0530,76.370,76.401,76.340,76.385,0.0030000000000000005
31.10.2018 11:40:00.000 GMT+0530,76.380,76.436,76.324,76.324,0.0037
31.10.2018 11:45:00.000 GMT+0530,76.335,76.390,76.324,76.390,0.0026
31.10.2018 11:50:00.000 GMT+0530,76.395,76.406,76.380,76.406,0.0015
31.10.2018 11:55:00.000 GMT+0530,76.395,76.396,76.360,76.365,0.0009
31.10.2018 12:00:00.000 GMT+0530,76.370,76.411,76.370,76.386,0.0036
31.10.2018 12:05:00.000 GMT+0530,76.391,76.416,76.375,76.416,0.0019
31.10.2018 12:10:00.000 GMT+0530,76.405,76.476,76.390,76.455,0.002
31.10.2018 12:15:00.000 GMT+0530,76.460,76.476,76.456,76.466,0.001
31.10.2018 12:20:00.000 GMT+0530,76.460,76.585,76.455,76.585,0.0052
31.10.2018 12:25:00.000 GMT+0530,76.585,76.606,76.580,76.604,0.0037
31.10.2018 12:30:00.000 GMT+0530,76.600,76.611,76.555,76.590,0.0069
31.10.2018 12:35:00.000 GMT+0530,76.595,76.916,76.595,76.916,0.0215
31.10.2018 12:40:00.000 GMT+0530,76.915,76.916,76.854,76.861,0.011399999999999999
31.10.2018 12:45:00.000 GMT+0530,76.865,76.865,76.794,76.824,0.006100000000000001
31.10.2018 12:50:00.000 GMT+0530,76.820,76.865,76.820,76.865,0.0022
31.10.2018 12:55:00.000 GMT+0530,76.861,76.916,76.805,76.900,0.0046
31.10.2018 13:00:00.000 GMT+0530,76.906,76.926,76.860,76.865,0.0065
31.10.2018 13:05:00.000 GMT+0530,76.860,76.876,76.775,76.786,0.0060999999999999995
31.10.2018 13:10:00.000 GMT+0530,76.785,76.841,76.750,76.776,0.006699999999999999
31.10.2018 13:15:00.000 GMT+0530,76.775,76.794,76.755,76.761,0.005699999999999999
31.10.2018 13:20:00.000 GMT+0530,76.755,76.786,76.725,76.745,0.0058000000000000005
31.10.2018 13:25:00.000 GMT+0530,76.740,76.776,76.721,76.766,0.0083
31.10.2018 13:30:00.000 GMT+0530,76.745,76.886,76.740,76.860,0.0147
31.10.2018 13:35:00.000 GMT+0530,76.860,76.891,76.840,76.891,0.0132
31.10.2018 13:40:00.000 GMT+0530,76.886,76.930,76.865,76.930,0.0119
31.10.2018 13:45:00.000 GMT+0530,76.925,76.946,76.865,76.925,0.0204
31.10.2018 13:50:00.000 GMT+0530,76.946,77.031,76.915,77.026,0.020800000000000003
31.10.2018 13:55:00.000 GMT+0530,77.021,77.096,76.885,76.971,0.0387
31.10.2018 14:00:00.000 GMT+0530,76.965,77.001,76.865,76.926,0.0241
31.10.2018 14:05:00.000 GMT+0530,76.925,76.946,76.805,76.841,0.013099999999999999
31.10.2018 14:10:00.000 GMT+0530,76.835,76.871,76.830,76.850,0.011
31.10.2018 14:15:00.000 GMT+0530,76.876,76.896,76.755,76.801,0.0087
31.10.2018 14:20:00.000 GMT+0530,76.805,76.816,76.640,76.676,0.0186
31.10.2018 14:25:00.000 GMT+0530,76.671,76.746,76.645,76.715,0.0099
31.10.2018 14:30:00.000 GMT+0530,76.725,76.876,76.725,76.791,0.0195
31.10.2018 14:35:00.000 GMT+0530,76.786,76.805,76.675,76.675,0.0157
31.10.2018 14:40:00.000 GMT+0530,76.680,76.726,76.675,76.695,0.0058
31.10.2018 14:45:00.000 GMT+0530,76.685,76.696,76.635,76.675,0.008900000000000002
31.10.2018 14:50:00.000 GMT+0530,76.675,76.686,76.595,76.635,0.0166
31.10.2018 14:55:00.000 GMT+0530,76.641,76.646,76.595,76.615,0.014199999999999999
31.10.2018 15:00:00.000 GMT+0530,76.611,76.686,76.515,76.665,0.0153
31.10.2018 15:05:00.000 GMT+0530,76.686,76.721,76.611,76.656,0.0163
31.10.2018 15:10:00.000 GMT+0530,76.651,76.676,76.595,76.615,0.0114
31.10.2018 15:15:00.000 GMT+0530,76.615,76.626,76.515,76.626,0.0118
31.10.2018 15:20:00.000 GMT+0530,76.621,76.646,76.558,76.571,0.008
31.10.2018 15:25:00.000 GMT+0530,76.576,76.581,76.501,76.536,0.0055
31.10.2018 15:30:00.000 GMT+0530,76.546,76.555,76.456,76.511,0.009399999999999999
31.10.2018 15:35:00.000 GMT+0530,76.506,76.576,76.447,76.536,0.0066
31.10.2018 15:40:00.000 GMT+0530,76.546,76.576,76.528,76.566,0.0046
31.10.2018 15:45:00.000 GMT+0530,76.561,76.716,76.558,76.706,0.008199999999999999
31.10.2018 15:50:00.000 GMT+0530,76.691,76.756,76.678,76.756,0.0053
31.10.2018 15:55:00.000 GMT+0530,76.746,76.756,76.233,76.278,0.0223
31.10.2018 16:00:00.000 GMT+0530,76.285,76.385,76.195,76.363,0.0718
31.10.2018 16:05:00.000 GMT+0530,76.365,76.417,76.352,76.413,0.027100000000000003
31.10.2018 16:10:00.000 GMT+0530,76.415,76.447,76.352,76.438,0.026300000000000004
31.10.2018 16:15:00.000 GMT+0530,76.443,76.463,76.398,76.413,0.0263
31.10.2018 16:20:00.000 GMT+0530,76.403,76.465,76.393,76.443,0.012799999999999999
31.10.2018 16:25:00.000 GMT+0530,76.453,76.463,76.413,76.463,0.024900000000000002
31.10.2018 16:30:00.000 GMT+0530,76.447,76.475,76.405,76.473,0.0172
31.10.2018 16:35:00.000 GMT+0530,76.468,76.495,76.403,76.485,0.0215
31.10.2018 16:40:00.000 GMT+0530,76.493,76.495,76.423,76.463,0.020099999999999996
31.10.2018 16:45:00.000 GMT+0530,76.465,76.465,76.433,76.455,0.016
31.10.2018 16:50:00.000 GMT+0530,76.453,76.465,76.333,76.373,0.030599999999999995
31.10.2018 16:55:00.000 GMT+0530,76.363,76.385,76.333,76.373,0.0281
31.10.2018 17:00:00.000 GMT+0530,76.375,76.423,76.328,76.413,0.0257
31.10.2018 17:05:00.000 GMT+0530,76.403,76.485,76.383,76.433,0.0338
31.10.2018 17:10:00.000 GMT+0530,76.443,76.483,76.443,76.453,0.0234
31.10.2018 17:15:00.000 GMT+0530,76.443,76.505,76.423,76.473,0.035699999999999996
31.10.2018 17:20:00.000 GMT+0530,76.483,76.515,76.425,76.455,0.0304
31.10.2018 17:25:00.000 GMT+0530,76.455,76.485,76.415,76.455,0.015200000000000002
31.10.2018 17:30:00.000 GMT+0530,76.455,76.505,76.435,76.455,0.0296
31.10.2018 17:35:00.000 GMT+0530,76.445,76.445,76.370,76.385,0.0375
31.10.2018 17:40:00.000 GMT+0530,76.395,76.455,76.365,76.455,0.0193
31.10.2018 17:45:00.000 GMT+0530,76.445,76.455,76.385,76.425,0.0258
31.10.2018 17:50:00.000 GMT+0530,76.415,76.425,76.265,76.294,0.046200000000000005
31.10.2018 17:55:00.000 GMT+0530,76.295,76.315,76.175,76.215,0.0772
31.10.2018 18:00:00.000 GMT+0530,76.215,76.235,76.135,76.215,0.062299999999999994
31.10.2018 18:05:00.000 GMT+0530,76.225,76.235,76.145,76.155,0.041299999999999996
31.10.2018 18:10:00.000 GMT+0530,76.155,76.205,76.104,76.135,0.0519
31.10.2018 18:15:00.000 GMT+0530,76.130,76.155,76.074,76.115,0.034199999999999994
31.10.2018 18:20:00.000 GMT+0530,76.110,76.245,76.095,76.245,0.044399999999999995
31.10.2018 18:25:00.000 GMT+0530,76.245,76.275,76.155,76.155,0.0527
31.10.2018 18:30:00.000 GMT+0530,76.165,76.165,76.035,76.085,0.0741
31.10.2018 18:35:00.000 GMT+0530,76.074,76.085,75.945,75.945,0.0523
31.10.2018 18:40:00.000 GMT+0530,75.945,75.955,75.805,75.815,0.0933
31.10.2018 18:45:00.000 GMT+0530,75.810,75.845,75.750,75.835,0.0711
31.10.2018 18:50:00.000 GMT+0530,75.835,75.855,75.775,75.805,0.048400000000000006
31.10.2018 18:55:00.000 GMT+0530,75.805,75.845,75.765,75.765,0.0339
31.10.2018 19:00:00.000 GMT+0530,75.765,75.794,75.655,75.665,0.09620000000000001
31.10.2018 19:05:00.000 GMT+0530,75.675,75.695,75.574,75.669,0.0819
31.10.2018 19:10:00.000 GMT+0530,75.665,75.705,75.580,75.595,0.05629999999999999
31.10.2018 19:15:00.000 GMT+0530,75.600,75.615,75.505,75.615,0.0706
31.10.2018 19:20:00.000 GMT+0530,75.615,75.625,75.500,75.574,0.0747
31.10.2018 19:25:00.000 GMT+0530,75.575,75.685,75.535,75.595,0.07219999999999999
31.10.2018 19:30:00.000 GMT+0530,75.595,75.795,75.555,75.715,0.08810000000000001
31.10.2018 19:35:00.000 GMT+0530,75.715,75.735,75.615,75.615,0.0638
31.10.2018 19:40:00.000 GMT+0530,75.615,75.685,75.585,75.615,0.0668
31.10.2018 19:45:00.000 GMT+0530,75.610,75.705,75.604,75.675,0.053099999999999994
31.10.2018 19:50:00.000 GMT+0530,75.665,75.705,75.565,75.595,0.0607
31.10.2018 19:55:00.000 GMT+0530,75.595,75.615,75.500,75.555,0.0691
31.10.2018 20:00:00.000 GMT+0530,75.555,76.095,75.555,76.095,0.18939999999999999
31.10.2018 20:05:00.000 GMT+0530,76.095,76.215,75.975,76.215,0.0922
31.10.2018 20:10:00.000 GMT+0530,76.225,76.515,76.215,76.325,0.10859999999999999
31.10.2018 20:15:00.000 GMT+0530,76.324,76.435,76.145,76.155,0.0995
31.10.2018 20:20:00.000 GMT+0530,76.140,76.145,75.915,75.965,0.0789
31.10.2018 20:25:00.000 GMT+0530,75.981,75.981,75.805,75.896,0.0396
31.10.2018 20:30:00.000 GMT+0530,75.886,76.066,75.875,76.011,0.0347
31.10.2018 20:35:00.000 GMT+0530,75.995,76.171,75.975,76.041,0.040799999999999996
31.10.2018 20:40:00.000 GMT+0530,76.035,76.115,75.895,76.070,0.0378
31.10.2018 20:45:00.000 GMT+0530,76.076,76.186,75.975,76.120,0.0356
31.10.2018 20:50:00.000 GMT+0530,76.125,76.341,76.125,76.185,0.0366
31.10.2018 20:55:00.000 GMT+0530,76.186,76.311,76.165,76.265,0.035199999999999995
31.10.2018 21:00:00.000 GMT+0530,76.270,76.356,76.235,76.305,0.0257
31.10.2018 21:05:00.000 GMT+0530,76.301,76.456,76.301,76.426,0.0237
31.10.2018 21:10:00.000 GMT+0530,76.436,76.441,76.185,76.195,0.0305
31.10.2018 21:15:00.000 GMT+0530,76.201,76.216,76.065,76.085,0.027200000000000002
31.10.2018 21:20:00.000 GMT+0530,76.091,76.141,76.005,76.055,0.024200000000000003
31.10.2018 21:25:00.000 GMT+0530,76.050,76.186,76.025,76.135,0.0227
31.10.2018 21:30:00.000 GMT+0530,76.145,76.231,76.050,76.061,0.0346
31.10.2018 21:35:00.000 GMT+0530,76.055,76.085,75.985,76.066,0.0283
31.10.2018 21:40:00.000 GMT+0530,76.065,76.245,76.050,76.225,0.0234
31.10.2018 21:45:00.000 GMT+0530,76.246,76.296,76.180,76.256,0.0272
31.10.2018 21:50:00.000 GMT+0530,76.255,76.376,76.240,76.345,0.023000000000000003
31.10.2018 21:55:00.000 GMT+0530,76.345,76.345,76.055,76.065,0.046900000000000004
31.10.2018 22:00:00.000 GMT+0530,76.075,76.146,75.995,76.055,0.028999999999999998
31.10.2018 22:05:00.000 GMT+0530,76.051,76.126,76.005,76.126,0.0179
31.10.2018 22:10:00.000 GMT+0530,76.115,76.256,76.095,76.195,0.0235
31.10.2018 22:15:00.000 GMT+0530,76.196,76.236,76.165,76.195,0.0144
31.10.2018 22:20:00.000 GMT+0530,76.185,76.185,76.095,76.105,0.0468
31.10.2018 22:25:00.000 GMT+0530,76.104,76.175,76.075,76.155,0.048499999999999995
31.10.2018 22:30:00.000 GMT+0530,76.145,76.195,75.925,75.945,0.0754
31.10.2018 22:35:00.000 GMT+0530,75.945,76.005,75.895,75.935,0.06
31.10.2018 22:40:00.000 GMT+0530,75.935,75.985,75.895,75.925,0.0515
31.10.2018 22:45:00.000 GMT+0530,75.925,75.995,75.895,75.975,0.0455
31.10.2018 22:50:00.000 GMT+0530,75.975,76.011,75.895,75.919,0.0237
31.10.2018 22:55:00.000 GMT+0530,75.925,76.041,75.925,76.001,0.0293
31.10.2018 23:00:00.000 GMT+0530,75.995,75.995,75.725,75.771,0.0359
31.10.2018 23:05:00.000 GMT+0530,75.766,75.846,75.715,75.751,0.0318
31.10.2018 23:10:00.000 GMT+0530,75.746,75.861,75.735,75.835,0.0201
31.10.2018 23:15:00.000 GMT+0530,75.841,75.861,75.545,75.555,0.0311
31.10.2018 23:20:00.000 GMT+0530,75.555,75.671,75.525,75.645,0.0466
31.10.2018 23:25:00.000 GMT+0530,75.661,75.661,75.500,75.500,0.026099999999999998
31.10.2018 23:30:00.000 GMT+0530,75.500,75.500,75.365,75.365,0.0334
31.10.2018 23:35:00.000 GMT+0530,75.371,75.501,75.245,75.496,0.044
31.10.2018 23:40:00.000 GMT+0530,75.506,75.591,75.490,75.506,0.0356
31.10.2018 23:45:00.000 GMT+0530,75.501,75.626,75.391,75.516,0.0308
31.10.2018 23:50:00.000 GMT+0530,75.506,75.535,75.246,75.276,0.027
31.10.2018 23:55:00.000 GMT+0530,75.266,75.361,74.945,75.026,0.0803